target_speed,steer_gain,centering_gain,brake_threshold,gentle_speed,sharp_speed,straight_speed,lap_time
120.0,73.0,0.281,0.767,158.322,65.0,240.879,10000000
120.0,73.0,0.906,0.277,158.322,65.0,240.879,122.66
120.0,73.0,0.906,0.767,158.322,47.835,240.879,131.186
120.0,73.0,0.906,0.767,158.322,17.793,240.879,10000000
120.0,73.0,0.466,0.767,158.322,65.0,240.879,124.86
120.0,73.0,1.034,0.767,158.322,65.0,240.879,124.904
120.0,73.0,0.906,0.719,158.322,65.0,240.879,121.428
120.0,73.0,0.906,0.154,158.322,65.0,240.879,126.488
120.0,73.0,0.961,0.719,158.322,65.0,240.879,123.87
120.0,73.0,0.906,0.951,158.322,65.0,240.879,121.428
120.0,73.0,0.906,0.951,97.231,65.0,240.879,129.826
120.0,16.473,0.906,0.951,158.322,65.0,240.879,10000000
120.0,73.0,0.906,0.951,88.354,65.0,240.879,10000000
120.0,73.0,0.906,0.951,158.86,65.0,240.879,121.428
120.0,73.0,1.739,0.951,158.86,65.0,240.879,10000000
185.243,73.0,0.906,0.951,158.86,65.0,240.879,10000000
98.855,73.0,0.906,0.951,158.86,65.0,240.879,10000000
120.0,73.0,0.906,0.951,120.166,65.0,240.879,129.366
120.0,73.0,0.906,0.951,154.321,65.0,240.879,121.472
120.0,73.0,0.906,0.951,113.355,65.0,240.879,125.586
120.0,73.0,0.804,0.951,158.86,65.0,240.879,124.2
120.0,73.0,0.906,0.951,158.275,65.0,240.879,121.428
120.0,73.0,0.906,0.951,130.454,65.0,240.879,122.066
120.0,73.0,0.906,0.951,158.275,65.0,120.0,133.666
120.0,42.472,0.906,0.951,158.275,65.0,240.879,10000000
120.0,73.0,0.906,0.951,103.069,65.0,240.879,125.058
217.567,73.0,0.906,0.951,158.275,65.0,240.879,10000000
120.0,73.0,0.906,0.951,158.275,65.0,248.602,121.428
120.0,73.0,0.906,0.951,98.177,65.0,248.602,10000000
120.0,73.0,0.906,0.951,158.275,65.0,290.508,121.428
193.615,73.0,0.906,0.951,158.275,65.0,290.508,10000000
120.0,73.0,0.067,0.951,158.275,65.0,290.508,10000000
120.0,73.0,0.906,0.951,119.661,65.0,290.508,124.574
120.0,73.0,0.906,0.052,158.275,65.0,290.508,10000000
120.0,73.0,0.906,0.951,158.275,21.859,290.508,10000000
120.0,73.0,0.906,0.951,108.974,65.0,290.508,130.586
123.564,73.0,0.906,0.951,158.275,65.0,290.508,125.982
120.0,73.0,0.906,1.29,158.275,65.0,290.508,121.428
120.0,73.0,0.906,1.436,158.275,65.0,290.508,121.428
120.0,57.246,0.906,1.436,158.275,65.0,290.508,10000000
120.0,16.102,0.906,1.436,158.275,65.0,290.508,10000000
120.0,73.0,0.906,1.436,94.301,65.0,290.508,131.526
120.0,73.0,0.906,1.436,158.275,54.022,290.508,132.486
120.0,73.0,0.906,1.436,158.275,65.0,267.279,121.428
120.0,73.0,1.31,1.436,158.275,65.0,267.279,123.188
120.0,5.788,0.906,1.436,158.275,65.0,267.279,10000000
120.0,73.0,1.24,1.436,158.275,65.0,267.279,10000000
120.0,73.0,0.867,1.436,158.275,65.0,267.279,127.918
120.0,22.093,0.906,1.436,158.275,65.0,267.279,10000000
120.0,73.0,0.906,0.845,158.275,65.0,267.279,121.428
120.0,9.255,0.906,0.845,158.275,65.0,267.279,10000000
120.0,73.0,0.056,0.845,158.275,65.0,267.279,10000000
120.0,73.0,0.906,0.798,158.275,65.0,267.279,121.428
120.0,73.0,0.906,1.334,158.275,65.0,267.279,121.428
120.0,73.0,1.531,1.334,158.275,65.0,267.279,124.662
120.0,96.135,0.906,1.334,158.275,65.0,267.279,142.746
