target_speed,steer_gain,centering_gain,brake_threshold,gentle_speed,sharp_speed,straight_speed,lap_time
120.0,73.0,0.906,1.334,158.275,65.0,120.0,133.666
120.0,73.0,0.906,1.334,136.685,65.0,267.279,121.846
120.0,73.0,0.906,0.872,158.275,65.0,267.279,121.428
120.0,73.0,0.906,0.872,158.275,41.74,267.279,133.086
120.0,35.722,0.906,0.872,158.275,65.0,267.279,10000000
120.0,73.0,0.906,0.872,158.275,70.747,267.279,10000000
120.0,32.353,0.906,0.872,158.275,65.0,267.279,10000000
120.0,73.0,0.906,0.872,158.275,55.895,267.279,128.246
120.0,52.016,0.906,0.872,158.275,65.0,267.279,10000000
120.0,73.0,0.906,0.159,158.275,65.0,267.279,10000000
120.0,11.786,0.906,0.872,158.275,65.0,267.279,10000000
298.88,73.0,0.906,0.872,158.275,65.0,298.88,10000000
120.0,73.0,0.906,0.133,158.275,65.0,267.279,10000000
120.0,73.0,1.471,0.872,158.275,65.0,267.279,10000000
120.0,73.0,0.906,0.872,158.275,65.0,120.0,133.666
120.0,16.803,0.906,0.872,158.275,65.0,267.279,10000000
270.442,73.0,0.906,0.872,158.275,65.0,270.442,10000000
120.0,73.0,0.906,1.234,158.275,65.0,267.279,121.428
120.0,73.0,0.906,1.234,158.275,65.0,286.819,121.428
120.0,73.0,0.906,1.234,158.275,65.0,294.103,121.428
120.0,73.0,0.906,1.234,85.58,65.0,294.103,10000000
101.557,73.0,0.906,1.234,158.275,65.0,294.103,10000000
120.0,55.833,0.906,1.234,158.275,65.0,294.103,10000000
120.0,73.0,1.46,1.234,158.275,65.0,294.103,10000000
120.0,73.0,0.906,1.234,158.275,8.026,294.103,10000000
144.546,73.0,0.906,1.234,158.275,65.0,294.103,121.802
120.0,73.0,0.906,1.234,137.745,65.0,294.103,121.868
105.254,73.0,0.906,1.234,158.275,65.0,294.103,128.406
120.0,73.0,0.906,0.932,158.275,65.0,294.103,121.428
120.0,73.0,0.906,0.932,158.275,16.357,294.103,10000000
120.0,73.0,1.748,0.932,158.275,65.0,294.103,124.86
120.0,73.0,0.906,0.932,158.275,65.0,236.566,121.428
120.0,73.0,0.906,0.932,98.295,65.0,236.566,127.588
120.0,73.0,0.906,0.932,158.275,68.128,236.566,10000000
120.0,73.0,1.709,0.932,158.275,65.0,236.566,125.212
120.0,73.0,0.906,0.819,158.275,65.0,236.566,121.428
120.0,73.0,0.922,0.819,158.275,65.0,236.566,10000000
120.0,73.0,0.906,0.819,86.593,65.0,236.566,10000000
139.963,73.0,0.906,0.819,158.275,65.0,236.566,120.57
176.583,73.0,0.906,0.819,158.275,65.0,236.566,10000000
139.963,73.0,0.906,0.819,158.275,65.0,280.242,120.57
139.963,73.0,1.673,0.819,158.275,65.0,280.242,10000000
139.963,73.0,0.251,0.819,158.275,65.0,280.242,10000000
139.963,73.0,0.906,0.819,158.275,65.0,281.686,120.57
139.963,73.0,0.906,0.819,92.863,65.0,281.686,125.608
139.963,73.0,0.906,1.362,158.275,65.0,281.686,120.57
139.963,73.0,0.906,1.362,158.275,65.0,141.424,10000000
139.963,73.0,0.906,1.362,158.275,65.0,139.963,10000000
139.963,73.0,0.906,1.362,158.275,65.0,139.963,10000000
139.963,73.0,0.906,1.362,123.264,65.0,281.686,125.036
139.963,73.0,0.906,1.362,117.389,65.0,281.686,126.488
139.963,73.0,1.107,1.362,158.275,65.0,281.686,10000000
139.963,73.0,0.906,1.469,158.275,65.0,281.686,120.57
139.963,73.0,0.906,1.469,158.275,25.507,281.686,141.946
226.489,73.0,0.906,1.469,158.275,65.0,281.686,10000000
139.963,73.0,0.906,1.469,158.275,51.131,281.686,128.926
139.963,73.0,0.906,1.469,158.275,65.0,211.726,120.57
139.963,73.0,1.97,1.469,158.275,65.0,211.726,123.276
139.963,73.0,0.906,0.11,158.275,65.0,211.726,10000000
139.963,73.0,0.906,1.469,158.275,50.379,211.726,126.004
139.963,73.0,0.906,0.1,158.275,65.0,211.726,10000000
139.963,73.0,0.906,1.469,101.106,65.0,211.726,127.544
139.963,73.0,0.906,1.469,158.275,65.0,139.963,10000000
131.436,73.0,0.906,1.469,158.275,65.0,211.726,122.594
191.756,73.0,0.906,1.469,158.275,65.0,211.726,10000000
139.963,73.0,0.906,1.469,158.275,65.0,193.244,10000000
139.963,73.0,0.906,1.469,159.246,65.0,211.726,10000000
139.963,73.0,0.906,1.469,158.275,65.0,179.941,120.504
139.963,73.0,0.906,1.469,158.275,65.0,252.926,10000000
139.963,73.0,0.906,1.469,158.275,65.0,225.467,10000000
139.963,73.0,0.906,1.469,114.296,65.0,179.941,10000000
139.963,73.0,0.906,0.07,158.275,65.0,179.941,10000000
139.963,73.0,0.906,1.411,158.275,65.0,179.941,120.504
139.963,73.0,0.906,0.858,158.275,65.0,179.941,120.504
139.963,73.0,0.908,0.858,158.275,65.0,179.941,124.222
139.963,73.0,0.256,0.858,158.275,65.0,179.941,10000000
139.963,73.0,0.906,0.858,158.275,65.0,224.966,10000000
139.963,4.841,0.906,0.858,158.275,65.0,179.941,10000000
139.963,73.0,0.906,0.858,158.275,65.0,150.14,121.846
139.963,73.0,0.709,0.858,158.275,65.0,179.941,119.624
139.963,44.411,0.709,0.858,158.275,65.0,179.941,10000000
139.963,47.949,0.709,0.858,158.275,65.0,179.941,10000000
249.088,73.0,0.709,0.858,158.275,65.0,249.088,10000000
139.963,12.013,0.709,0.858,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.858,158.275,65.0,139.963,10000000
139.963,73.0,0.709,0.858,127.888,65.0,179.941,123.298
139.963,73.0,0.709,0.858,153.769,65.0,179.941,10000000
139.963,73.0,0.709,0.858,158.275,65.0,141.666,10000000
255.536,73.0,0.709,0.858,158.275,65.0,255.536,10000000
139.963,73.0,0.709,0.858,99.712,65.0,179.941,10000000
146.318,73.0,0.709,0.858,158.275,65.0,179.941,10000000
139.963,73.0,0.709,1.061,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.711,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.858,158.275,64.637,179.941,10000000
145.749,73.0,0.709,0.858,158.275,65.0,179.941,10000000
139.963,93.18,0.709,0.858,158.275,65.0,179.941,138.866
158.317,73.0,0.709,0.858,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.858,158.275,49.426,179.941,10000000
139.963,73.0,0.709,0.858,158.275,65.0,247.254,124.97
139.963,73.0,0.709,0.428,158.275,65.0,179.941,10000000
261.158,73.0,0.709,0.858,158.275,65.0,261.158,10000000
139.963,43.636,0.709,0.858,158.275,65.0,179.941,10000000
240.77,73.0,0.709,0.858,158.275,65.0,240.77,10000000
139.963,73.0,0.709,1.09,158.275,65.0,179.941,10000000
139.963,73.0,0.268,0.858,158.275,65.0,179.941,10000000
139.963,91.632,0.709,0.858,158.275,65.0,179.941,10000000
139.963,36.265,0.709,0.858,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.858,150.502,65.0,179.941,119.646
139.963,73.0,1.948,0.858,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.858,158.275,51.468,179.941,127.038
139.963,73.0,0.709,0.798,158.275,65.0,179.941,119.558
139.963,73.0,0.421,0.798,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.798,158.275,28.121,179.941,131.846
139.963,73.0,0.709,0.798,158.275,65.318,179.941,119.866
139.963,73.0,0.709,0.798,158.275,65.0,298.256,10000000
139.963,73.0,0.709,1.333,158.275,65.0,179.941,119.558
139.963,73.0,0.709,1.333,158.275,56.406,179.941,10000000
139.963,73.0,0.709,1.333,106.849,65.0,179.941,10000000
139.963,73.0,0.709,1.333,158.275,65.0,267.7,10000000
197.499,73.0,0.709,1.333,158.275,65.0,197.499,10000000
139.963,73.0,0.709,1.102,158.275,65.0,179.941,119.558
139.963,73.0,0.709,1.102,155.697,65.0,179.941,119.602
139.963,73.0,0.709,1.102,158.275,65.0,279.405,10000000
139.963,73.0,1.442,1.102,158.275,65.0,179.941,121.472
139.963,73.0,0.709,1.163,158.275,65.0,179.941,119.558
139.963,73.0,0.709,1.163,158.275,66.475,179.941,10000000
139.963,73.0,0.709,1.163,158.275,61.073,179.941,10000000
139.963,73.0,0.039,1.163,158.275,65.0,179.941,10000000
139.963,73.0,0.709,1.163,158.275,34.576,179.941,130.526
139.963,73.0,0.709,1.163,108.683,65.0,179.941,125.894
139.963,73.0,0.255,1.163,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.526,158.275,65.0,179.941,119.558
139.963,73.0,0.263,0.526,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.526,158.275,65.0,194.284,10000000
218.365,73.0,0.709,0.526,158.275,65.0,218.365,10000000
293.713,73.0,0.709,0.526,158.275,65.0,293.713,10000000
236.707,73.0,0.709,0.526,158.275,65.0,236.707,10000000
139.963,73.0,0.709,0.526,134.136,65.0,179.941,10000000
139.963,73.0,1.412,0.526,158.275,65.0,179.941,121.186
139.963,70.853,0.709,0.526,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.526,153.901,65.0,179.941,119.602
139.963,73.0,0.709,1.222,158.275,65.0,179.941,119.558
252.276,73.0,0.709,1.222,158.275,65.0,252.276,10000000
139.963,73.0,0.709,1.471,158.275,65.0,179.941,119.558
249.14,73.0,0.709,1.471,158.275,65.0,249.14,10000000
139.963,73.0,0.709,1.471,103.298,65.0,179.941,125.432
139.963,73.0,0.709,1.302,158.275,65.0,179.941,119.558
139.963,73.0,0.709,0.373,158.275,65.0,179.941,119.558
139.963,73.0,0.031,0.373,158.275,65.0,179.941,10000000
282.499,73.0,0.709,0.373,158.275,65.0,282.499,10000000
139.963,82.902,0.709,0.373,158.275,65.0,179.941,131.326
139.963,73.0,0.709,0.097,158.275,65.0,179.941,10000000
139.963,46.083,0.709,0.373,158.275,65.0,179.941,10000000
139.963,36.133,0.709,0.373,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.373,158.275,65.0,157.354,121.692
139.963,73.0,0.709,0.373,158.275,65.0,264.305,10000000
139.963,73.0,0.709,0.373,158.275,14.463,179.941,129.986
139.963,73.0,0.709,0.373,158.275,21.171,179.941,129.986
170.962,73.0,0.709,0.373,158.275,65.0,179.941,10000000
139.963,81.555,0.709,0.373,158.275,65.0,179.941,128.066
139.963,73.0,0.709,0.373,158.275,18.799,179.941,129.986
139.963,73.0,0.709,0.391,158.275,65.0,179.941,119.558
139.963,73.0,0.709,1.314,158.275,65.0,179.941,119.558
139.963,73.0,0.709,0.732,158.275,65.0,179.941,119.558
139.963,73.0,0.709,0.732,105.978,65.0,179.941,10000000
139.963,73.0,0.709,0.732,158.275,65.0,139.963,10000000
139.963,13.185,0.709,0.732,158.275,65.0,179.941,10000000
291.397,73.0,0.709,0.732,158.275,65.0,291.397,10000000
139.963,73.0,0.709,0.732,153.901,65.0,179.941,119.602
139.963,73.0,0.709,0.732,156.992,65.0,179.941,119.58
139.963,73.0,1.558,0.732,158.275,65.0,179.941,121.208
139.963,73.0,1.05,0.732,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.732,146.327,65.0,179.941,119.756
139.963,73.0,0.709,0.732,158.275,65.0,139.963,10000000
139.963,73.0,0.709,0.141,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.732,158.275,34.676,179.941,129.126
139.963,73.0,0.709,0.732,153.2,65.0,179.941,119.624
139.963,73.0,0.709,0.732,94.957,65.0,179.941,10000000
139.963,34.194,0.709,0.732,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.732,158.275,27.717,179.941,131.266
139.963,89.895,0.709,0.732,158.275,65.0,179.941,137.526
139.963,47.772,0.709,0.732,158.275,65.0,179.941,10000000
139.963,73.0,0.709,0.732,158.275,65.0,139.963,10000000
139.963,97.866,0.709,0.732,158.275,65.0,179.941,142.366
139.963,73.0,0.709,1.132,158.275,65.0,179.941,119.558
139.963,73.0,1.712,1.132,158.275,65.0,179.941,119.272
139.963,73.0,1.773,1.132,158.275,65.0,179.941,122.132
139.963,73.0,1.712,1.132,143.529,65.0,179.941,119.272
280.188,73.0,1.712,1.132,143.529,65.0,280.188,10000000
139.963,73.0,0.502,1.132,143.529,65.0,179.941,10000000
139.963,73.0,1.712,1.132,143.529,64.062,179.941,10000000
139.963,17.729,1.712,1.132,143.529,65.0,179.941,10000000
139.963,73.0,1.712,1.132,159.155,65.0,179.941,119.272
277.12,73.0,1.712,1.132,159.155,65.0,277.12,10000000
139.963,73.0,1.712,1.415,159.155,65.0,179.941,119.272
139.963,12.397,1.712,1.415,159.155,65.0,179.941,10000000
201.708,73.0,1.712,1.415,159.155,65.0,201.708,10000000
139.963,73.0,1.082,1.415,159.155,65.0,179.941,10000000
139.963,73.0,1.712,1.415,159.155,69.115,179.941,10000000
139.963,73.0,1.712,1.139,159.155,65.0,179.941,119.272
139.963,73.0,1.712,1.139,159.155,38.748,179.941,128.466
139.963,73.0,0.114,1.139,159.155,65.0,179.941,10000000
139.963,73.0,1.712,0.491,159.155,65.0,179.941,119.272
123.157,73.0,1.712,0.491,159.155,65.0,179.941,122.902
152.786,73.0,1.712,0.491,159.155,65.0,179.941,10000000
139.963,73.0,1.712,0.034,159.155,65.0,179.941,10000000
139.963,73.0,1.712,0.491,159.155,65.0,285.398,121.846
139.963,73.0,1.712,0.491,159.155,65.0,139.963,10000000
139.963,73.0,1.712,0.491,131.672,65.0,179.941,10000000
139.963,73.0,1.712,0.491,159.155,65.0,257.548,121.846
139.963,73.0,1.712,0.491,135.492,65.0,179.941,10000000
139.963,73.0,1.712,0.491,158.243,65.0,179.941,121.714
139.963,73.0,1.712,0.491,159.155,65.0,139.963,10000000
139.963,73.0,1.712,0.491,138.49,65.0,179.941,122.77
139.963,73.0,1.712,0.771,159.155,65.0,179.941,121.714
139.963,73.0,1.712,0.482,159.155,65.0,179.941,121.714
139.963,73.0,1.104,0.491,159.155,65.0,179.941,120.658
139.963,73.0,1.712,0.491,116.997,65.0,179.941,10000000
139.963,29.179,1.712,0.491,159.155,65.0,179.941,10000000
139.963,73.0,1.712,0.491,98.761,65.0,179.941,126.048
139.963,73.0,1.712,0.544,159.155,65.0,179.941,119.272
139.963,73.0,1.403,0.544,159.155,65.0,179.941,10000000
200.062,73.0,1.712,0.544,159.155,65.0,200.062,10000000
139.963,3.234,1.712,0.544,159.155,65.0,179.941,10000000
139.963,73.0,1.712,0.544,147.297,65.0,179.941,119.272
139.963,73.0,1.712,0.544,143.485,65.0,179.941,119.272
120.568,73.0,1.712,0.544,143.485,65.0,179.941,123.386
139.963,73.0,1.712,0.544,117.023,65.0,179.941,124.332
139.963,73.0,1.712,0.544,121.586,65.0,179.941,122.99
139.963,73.0,0.524,0.544,143.485,65.0,179.941,10000000
139.963,73.0,1.712,0.544,143.485,73.478,179.941,10000000
207.972,73.0,1.712,0.544,143.485,65.0,207.972,10000000
139.963,73.0,1.712,0.544,143.485,30.73,179.941,132.026
139.963,73.0,1.712,0.544,143.485,41.351,179.941,131.386
139.963,73.0,1.224,0.544,143.485,65.0,179.941,120.702
110.344,73.0,1.712,0.544,143.485,65.0,179.941,10000000
139.963,73.0,1.712,0.544,143.485,65.0,139.963,10000000
139.963,73.0,1.88,0.544,143.485,65.0,179.941,119.58
139.963,73.0,1.712,0.544,143.485,2.819,179.941,131.906
139.963,19.68,1.712,0.544,143.485,65.0,179.941,10000000
274.656,73.0,1.712,0.544,143.485,65.0,274.656,10000000
139.963,73.0,1.712,0.544,143.485,32.889,179.941,130.626
139.963,73.0,1.486,0.544,143.485,65.0,179.941,10000000
139.963,73.0,1.712,0.544,143.485,65.0,139.963,10000000
139.963,73.0,1.712,0.544,143.485,65.0,139.963,10000000
258.046,73.0,1.712,0.544,143.485,65.0,258.046,10000000
139.963,73.0,1.712,0.544,143.485,65.0,139.963,10000000
139.963,73.0,1.712,0.544,143.485,64.234,179.941,10000000
139.963,54.49,1.712,0.544,143.485,65.0,179.941,10000000
102.082,73.0,1.712,0.544,143.485,65.0,179.941,125.278
139.963,67.111,1.712,0.544,143.485,65.0,179.941,10000000
139.963,73.0,1.712,0.544,120.892,65.0,179.941,123.254
139.963,73.0,1.712,0.544,143.485,21.029,179.941,131.906
139.963,73.0,1.712,0.544,107.564,65.0,179.941,122.594
139.963,73.0,1.225,0.544,143.485,65.0,179.941,122.11
139.963,72.924,1.712,0.544,143.485,65.0,179.941,10000000
271.267,73.0,1.712,0.544,143.485,65.0,271.267,10000000
139.963,73.0,1.712,0.042,143.485,65.0,179.941,10000000
139.963,78.546,1.712,0.544,143.485,65.0,179.941,128.326
245.447,73.0,1.712,0.544,143.485,65.0,245.447,10000000
139.963,73.0,1.712,0.544,143.485,65.0,256.486,121.538
139.963,26.893,1.712,0.544,143.485,65.0,179.941,10000000
139.963,73.0,1.712,0.544,130.821,65.0,179.941,10000000
220.291,73.0,1.712,0.544,143.485,65.0,220.291,10000000
139.963,73.0,1.712,0.544,143.485,41.208,179.941,128.846
139.963,73.0,1.557,0.544,143.485,65.0,179.941,10000000
212.481,73.0,1.712,0.544,143.485,65.0,212.481,10000000
139.963,73.659,1.712,0.544,143.485,65.0,179.941,10000000
118.799,73.0,1.712,0.544,143.485,65.0,179.941,10000000
95.248,73.0,1.712,0.544,143.485,65.0,179.941,127.918
139.963,73.0,1.712,0.544,143.485,67.003,179.941,10000000
139.963,73.0,1.712,0.544,143.485,61.391,179.941,120.416
139.963,92.032,1.712,0.544,143.485,65.0,179.941,134.906
139.963,73.0,0.442,0.544,143.485,65.0,179.941,10000000
139.963,73.0,1.712,0.544,143.485,10.252,179.941,128.866
139.963,73.0,1.712,1.43,143.485,65.0,179.941,10000000
139.963,73.0,1.712,0.544,120.746,65.0,179.941,10000000
139.963,73.0,1.712,0.544,143.485,65.0,284.413,10000000
139.963,73.0,1.712,0.544,149.541,65.0,179.941,10000000
266.246,73.0,1.712,0.544,143.485,65.0,266.246,10000000
139.963,73.0,0.406,0.544,143.485,65.0,179.941,10000000
139.963,73.0,1.451,0.544,143.485,65.0,179.941,10000000
139.963,73.0,0.474,0.544,143.485,65.0,179.941,10000000
139.963,73.0,1.712,0.085,143.485,65.0,179.941,10000000
139.963,94.125,1.712,0.544,143.485,65.0,179.941,140.466
139.963,73.0,1.712,0.544,143.485,48.936,179.941,127.06
139.963,73.0,0.193,0.544,143.485,65.0,179.941,10000000
202.988,73.0,1.712,0.544,143.485,65.0,202.988,10000000
160.0,30.0,0.2,0.6,140.0,65.0,194.0,107.656
160.0,15.521,0.2,0.6,140.0,65.0,194.0,10000000
160.0,30.0,0.2,1.372,140.0,65.0,194.0,107.656
160.0,30.0,0.2,1.372,109.796,65.0,194.0,111.858
160.0,30.0,0.2,0.897,140.0,65.0,194.0,107.656
160.0,30.0,0.2,0.855,140.0,65.0,194.0,107.656
160.0,30.0,1.903,0.855,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.855,140.0,49.054,194.0,110.538
160.0,30.0,0.2,0.855,140.0,65.0,195.959,10000000
160.0,48.82,0.2,0.855,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.855,140.0,65.0,220.382,10000000
160.0,39.372,0.2,0.855,140.0,65.0,194.0,10000000
160.0,30.0,0.2,1.463,140.0,65.0,194.0,107.656
160.0,18.351,0.2,1.463,140.0,65.0,194.0,10000000
160.0,30.0,1.682,1.463,140.0,65.0,194.0,10000000
160.0,54.773,0.2,1.463,140.0,65.0,194.0,10000000
160.0,30.0,0.2,1.404,140.0,65.0,194.0,107.656
160.0,30.0,0.2,1.404,140.0,20.752,194.0,112.298
182.809,30.0,0.2,1.404,140.0,65.0,194.0,108.03
160.0,30.0,0.2,1.404,140.0,45.495,194.0,110.78
160.0,30.0,1.713,1.404,140.0,65.0,194.0,10000000
131.697,30.0,0.2,1.404,140.0,65.0,194.0,109.79
160.0,62.932,0.2,1.404,140.0,65.0,194.0,10000000
160.0,30.0,0.2,1.404,140.0,65.0,268.757,10000000
160.0,30.0,0.2,1.404,140.0,24.628,194.0,112.298
160.0,9.037,0.2,1.404,140.0,65.0,194.0,10000000
160.0,30.0,0.2,1.404,131.237,65.0,194.0,109.966
160.0,30.0,0.2,0.537,140.0,65.0,194.0,107.656
160.0,30.0,0.2,0.537,151.585,65.0,194.0,10000000
160.0,6.059,0.2,0.537,140.0,65.0,194.0,10000000
160.0,64.031,0.2,0.537,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.537,97.757,65.0,194.0,113.618
160.0,30.0,0.2,0.537,140.0,12.016,194.0,112.298
160.0,30.0,0.2,0.537,140.0,65.0,173.445,109.108
160.0,30.0,0.2,0.537,140.0,65.0,160.0,10000000
190.187,30.0,0.2,0.537,140.0,65.0,194.0,108.03
160.0,30.0,0.2,0.259,140.0,65.0,194.0,108.316
160.0,30.0,0.2,0.537,140.0,26.249,194.0,112.298
143.31,30.0,0.2,0.537,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.537,140.0,65.0,266.774,10000000
160.0,40.297,0.2,0.537,140.0,65.0,194.0,10000000
160.0,7.795,0.2,0.537,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.537,118.154,65.0,194.0,10000000
160.0,30.0,0.2,0.537,130.984,65.0,194.0,109.702
160.0,1.967,0.2,0.537,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.537,107.538,65.0,194.0,112.936
160.0,30.0,1.111,0.537,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.537,140.0,65.0,278.226,10000000
160.0,30.0,0.2,0.537,88.661,65.0,194.0,113.684
160.0,39.376,0.2,0.537,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.27,140.0,65.0,194.0,108.184
160.0,30.0,0.2,0.537,140.0,65.0,160.0,10000000
160.0,30.0,0.269,0.537,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.537,95.745,65.0,194.0,117.556
160.0,30.0,1.169,0.537,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.104,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.537,152.368,65.0,194.0,10000000
160.0,30.0,0.2,0.537,140.0,54.838,194.0,109.174
160.0,30.0,0.2,0.537,140.0,37.696,194.0,112.628
123.334,30.0,0.2,0.537,140.0,65.0,194.0,112.936
160.0,96.151,0.2,0.537,140.0,65.0,194.0,146.306
160.0,30.0,0.2,0.759,140.0,65.0,194.0,107.656
160.0,30.0,0.775,0.759,140.0,65.0,194.0,10000000
160.0,30.0,0.723,0.759,140.0,65.0,194.0,10000000
160.0,7.56,0.2,0.759,140.0,65.0,194.0,10000000
160.0,78.038,0.2,0.759,140.0,65.0,194.0,129.946
160.0,30.0,0.2,0.759,124.091,65.0,194.0,111.176
94.944,30.0,0.2,0.759,140.0,65.0,194.0,118.81
160.0,54.391,0.2,0.759,140.0,65.0,194.0,10000000
165.847,30.0,0.2,0.759,140.0,65.0,194.0,109.724
160.0,30.0,0.2,0.759,87.78,65.0,194.0,113.838
160.0,30.0,0.2,0.759,119.31,65.0,194.0,10000000
160.0,30.0,1.6,0.759,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.759,104.81,65.0,194.0,112.54
160.0,30.0,0.2,0.759,140.0,65.0,165.271,10000000
160.0,30.0,0.2,0.759,140.0,67.102,194.0,112.078
160.0,30.0,0.139,0.759,140.0,65.0,194.0,108.58
160.0,36.944,0.2,0.759,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.759,140.0,65.0,160.994,10000000
126.199,30.0,0.2,0.759,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.759,140.0,65.0,163.187,10000000
160.0,87.427,0.2,0.759,140.0,65.0,194.0,138.846
160.0,30.0,0.2,1.412,140.0,65.0,194.0,107.656
292.496,30.0,0.2,1.412,140.0,65.0,292.496,112.892
113.042,30.0,0.2,1.412,140.0,65.0,194.0,115.51
160.0,30.0,0.2,1.412,140.0,43.282,194.0,110.582
160.0,73.175,0.2,1.412,140.0,65.0,194.0,10000000
160.0,30.0,0.2,1.412,140.0,36.978,194.0,112.474
160.0,30.0,0.2,1.412,121.144,65.0,194.0,111.418
160.0,30.0,0.555,1.412,140.0,65.0,194.0,108.932
160.0,30.0,0.601,1.412,140.0,65.0,194.0,10000000
160.0,48.183,0.2,1.412,140.0,65.0,194.0,10000000
160.0,30.0,0.98,1.412,140.0,65.0,194.0,10000000
160.0,91.425,0.2,1.412,140.0,65.0,194.0,141.626
160.0,30.0,0.2,1.412,140.0,65.0,255.952,10000000
160.0,6.756,0.2,1.412,140.0,65.0,194.0,10000000
160.0,7.869,0.2,1.412,140.0,65.0,194.0,10000000
160.0,30.0,0.2,1.412,140.0,49.601,194.0,109.526
160.0,30.0,0.2,1.412,101.031,65.0,194.0,113.574
160.0,30.0,0.2,1.412,87.29,65.0,194.0,116.192
287.774,30.0,0.2,1.412,140.0,65.0,287.774,112.892
160.0,30.0,0.2,1.412,124.279,65.0,194.0,111.132
160.0,30.0,0.2,0.339,140.0,65.0,194.0,10000000
279.744,30.0,0.2,1.412,140.0,65.0,279.744,112.892
160.0,27.55,0.2,1.412,140.0,65.0,194.0,10000000
258.149,30.0,0.2,1.412,140.0,65.0,258.149,112.892
160.0,30.0,1.789,1.412,140.0,65.0,194.0,10000000
160.0,70.261,0.2,1.412,140.0,65.0,194.0,10000000
160.0,30.0,1.599,1.412,140.0,65.0,194.0,10000000
160.0,30.0,1.609,1.412,140.0,65.0,194.0,10000000
182.06,30.0,0.2,1.412,140.0,65.0,194.0,108.03
160.0,30.0,0.2,1.412,140.0,65.0,272.959,10000000
160.0,30.0,0.2,1.412,140.0,65.0,242.877,10000000
160.0,30.0,0.2,1.412,100.784,65.0,194.0,113.53
160.0,30.0,0.2,1.412,108.438,65.0,194.0,112.122
160.0,30.0,0.2,1.412,92.038,65.0,194.0,113.728
160.0,30.0,0.2,0.72,140.0,65.0,194.0,107.656
160.0,30.0,0.2,0.72,140.0,62.503,194.0,108.778
160.0,30.0,0.2,0.72,140.0,34.87,194.0,112.298
160.0,30.0,0.2,0.72,144.425,65.0,194.0,10000000
160.0,30.0,0.2,0.72,140.0,65.0,297.386,10000000
160.0,89.891,0.2,0.72,140.0,65.0,194.0,140.466
160.0,30.0,0.2,0.72,140.0,65.0,168.828,10000000
160.0,30.0,0.2,1.482,140.0,65.0,194.0,107.656
160.0,30.0,0.2,1.482,140.0,15.544,194.0,112.298
160.0,30.0,0.2,1.482,140.0,7.709,194.0,112.298
160.0,12.626,0.2,1.482,140.0,65.0,194.0,10000000
160.0,30.0,0.2,1.482,108.63,65.0,194.0,113.398
160.0,30.0,0.2,1.482,130.644,65.0,194.0,109.812
160.0,30.0,0.2,1.482,140.0,7.19,194.0,112.298
160.0,20.722,0.2,1.482,140.0,65.0,194.0,10000000
160.0,30.0,0.2,1.482,140.0,65.0,191.719,112.98
160.0,30.0,0.596,1.482,140.0,65.0,194.0,110.758
160.0,1.224,0.2,1.482,140.0,65.0,194.0,10000000
160.0,30.0,0.477,1.482,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.418,140.0,65.0,194.0,107.656
160.0,30.0,1.633,0.418,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.737,140.0,65.0,194.0,107.656
160.0,30.0,0.2,0.737,140.0,65.0,298.958,10000000
160.0,1.148,0.2,0.737,140.0,65.0,194.0,10000000
160.0,30.0,0.2,0.737,140.0,20.954,194.0,112.298
98.346,30.0,0.2,0.737,140.0,65.0,194.0,118.964
211.381,30.0,0.2,0.737,140.0,65.0,211.381,112.892
160.0,94.487,0.2,0.737,140.0,65.0,194.0,140.746
160.0,30.0,0.2,0.737,140.0,21.013,194.0,112.298
160.0,30.0,0.2,0.524,140.0,65.0,194.0,107.656
160.0,20.407,0.2,0.524,140.0,65.0,194.0,10000000
